amount,sender_balance,receiver_balance,transaction_speed,sender_country,receiver_country,sender_id,receiver_id,transaction_frequency,is_cross_border,high_risk_sender,high_risk_receiver,time_since_last_tx,is_fraud,amount_to_balance_ratio
902062,1449776,609245,2,AE,AU,US00885,AE00366,15,1,0,0,75077,1,0.6222078445221882
387141,299299,1990002,0,DE,AU,CA00894,CA00129,6,1,0,0,38986,0,1.293492460716541
10770,918012,267078,3,US,DE,CN00895,CN00513,8,1,0,0,62077,0,0.011731872785976654
229235,1212478,337448,0,AE,FR,US00668,GB00220,3,1,0,0,84359,1,0.18906322423994498
961550,895788,1159119,3,AE,JP,AU00861,CA00785,18,1,0,0,38631,0,1.0734124591979353
643100,1495381,434101,2,AU,IN,AU00351,AE00517,1,1,0,0,1420,0,0.43005762411051096
442131,882543,1148988,2,GB,SG,AE00549,FR00912,16,1,0,0,65981,0,0.5009738902240457
25305,1288278,894007,0,IN,SG,US00391,CA00414,9,1,0,0,52172,0,0.019642499522618564
177728,1112536,628910,0,AU,GB,FR00064,IN00417,11,1,0,0,80802,1,0.159750336168897
676029,323224,560279,1,CA,AE,AE00716,AU00310,16,1,0,0,75653,1,2.0915185753533154
77446,1155066,587786,3,FR,GB,SG00000,AE00880,2,1,0,0,16675,0,0.06704898248238629
906341,1066933,1405400,1,JP,SG,FR00208,GB00086,15,1,0,0,21205,0,0.8494825823177276
775460,1441980,1504821,0,IN,CA,JP00992,AE00294,16,1,0,0,29632,0,0.5377744490214843
632939,109989,1629863,0,SG,GB,GB00811,DE00414,8,1,0,0,60290,0,5.754566365727482
780259,1620091,252966,0,JP,IN,SG00700,AE00767,3,1,0,0,53585,0,0.48161430438166747
785445,629447,1536582,0,AU,AE,FR00162,CA00766,18,1,0,0,63333,1,1.2478334156807482
170166,206828,1506415,1,FR,JP,JP00100,DE00049,14,1,0,0,33236,1,0.822741601717369
856255,1060117,671552,0,AE,JP,DE00485,IN00780,17,1,0,0,12639,1,0.8076985842128747
11114,1029035,1282858,1,US,SG,AE00925,AU00644,4,1,1,0,4282,0,0.010800410092951162
372252,683658,496167,2,CN,DE,AE00763,CA00531,11,1,0,1,31549,0,0.5445003203356064
465789,1550957,692139,1,JP,GB,IN00073,AU00943,14,1,0,1,15176,1,0.3003236066506035
971373,1228569,1485723,3,AE,IN,IN00174,IN00275,1,1,0,0,12950,1,0.7906540047811722
332666,1179446,1986440,2,AU,CA,AU00688,DE00733,13,1,0,0,66973,0,0.282052760363764
294338,720972,1254411,3,AU,GB,CA00144,US00689,12,1,0,0,29191,0,0.40825163806638815
293182,1768027,528240,2,US,AE,JP00170,AU00217,5,1,0,0,20274,0,0.16582439069086616
985825,101110,782974,3,DE,JP,CN00010,AE00354,16,1,0,0,40548,1,9.750024725546435
420463,953176,94757,2,JP,GB,JP00388,AE00912,6,1,0,0,11432,0,0.4411179047730954
819969,152371,659307,0,CN,AU,AE00376,CA00689,5,1,0,0,42939,1,5.381398035059164
572813,1868660,977864,1,CN,SG,CA00344,US00547,13,1,0,0,69321,0,0.30653676966382326
562336,196710,440332,2,AU,SG,US00184,US00889,7,1,0,0,30555,1,2.8587057089115957
790256,824468,638899,0,JP,GB,FR00878,AU00437,16,1,0,0,86390,1,0.9585041505552672
124582,1528853,507232,3,US,DE,GB00988,AU00428,10,1,1,0,65084,1,0.0814872325854742
935999,1796775,217517,3,FR,CN,CA00551,US00882,11,1,0,0,40867,1,0.5209327823461479
528363,1869462,1277604,1,AE,CN,FR00513,CN00297,11,1,0,0,23521,0,0.2826283711570495
920148,906559,608579,0,SG,CA,FR00788,AU00866,1,1,0,0,42102,1,1.0149896476677194
417360,1534544,901083,2,IN,AU,CN00739,CA00887,7,1,0,0,81974,1,0.2719765611152238
469242,543876,1764507,1,JP,JP,CN00546,CN00755,7,0,0,0,29321,0,0.8627738675727555
391966,143819,141041,0,SG,GB,JP00812,CA00569,6,1,0,0,2596,0,2.7254118023348792
539542,1459542,1017741,0,IN,AU,AE00888,IN00753,18,1,0,0,6632,0,0.3696652785599866
74964,1048338,564370,0,GB,SG,CN00034,US00077,16,1,0,0,31497,0,0.07150747182683448
820544,289843,107994,1,JP,AU,AU00849,AE00363,18,1,0,0,9874,0,2.8309947109297102
613262,10474,1986200,2,FR,CA,SG00298,JP00681,3,1,0,0,21861,0,58.55088791292725
56558,1441120,595700,3,AE,US,GB00894,CN00717,2,1,0,1,2761,0,0.039245864327745086
41891,258196,1250633,0,GB,IN,SG00200,GB00626,18,1,0,0,1352,0,0.16224496119227252
512723,1567354,153380,3,US,IN,AU00931,FR00757,17,1,0,0,50768,1,0.3271264819562141
913221,1018934,1798061,3,DE,AU,AU00309,CA00216,14,1,0,1,20632,0,0.8962513764385132
342280,673746,1335562,1,IN,AE,SG00496,CA00906,7,1,0,0,59810,0,0.5080252795563907
502362,1493049,826328,2,FR,IN,SG00367,FR00057,19,1,0,0,55042,1,0.33646718895361105
620560,120535,261289,1,GB,AE,SG00785,DE00710,10,1,0,0,75894,1,5.148380138548969
161261,443551,476030,3,US,JP,US00840,JP00136,14,1,0,0,84104,1,0.3635681127987537
669046,857534,771919,1,FR,AU,CA00348,US00693,16,1,0,0,25612,1,0.7801976364785537
876095,1257843,771492,3,FR,CN,IN00270,DE00215,3,1,0,1,39318,1,0.6965058437340749
698160,809004,18267,1,AU,CN,DE00269,IN00981,2,1,0,0,57625,0,0.8629870804099856
512079,1304216,1300108,1,FR,CN,CA00243,CN00013,10,1,0,0,53240,0,0.39263358216737104
362156,153654,1473634,3,JP,FR,DE00948,AE00206,6,1,0,0,11285,0,2.356957840342588
395740,1820816,1864082,2,CA,GB,JP00633,CN00992,6,1,0,0,79172,0,0.21734211474415865
411699,376262,1309251,1,CN,US,SG00862,AE00307,19,1,0,0,10522,0,1.0941817138058054
603940,1187467,1925608,0,AU,CA,IN00391,GB00623,18,1,0,0,9172,0,0.5085951862241225
851473,1575570,1055075,3,JP,US,GB00471,DE00061,16,1,0,0,47176,0,0.5404221964114574
909460,689532,1431892,3,JP,DE,SG00263,FR00459,17,1,0,0,17618,0,1.3189525649280962
32626,1716037,1380347,0,DE,IN,CA00346,CN00077,10,1,0,0,83646,0,0.01901241057156693
649631,1932988,883821,0,FR,CN,DE00670,CN00904,11,1,0,1,27005,1,0.3360760646211979
122975,134263,963969,1,FR,CN,US00566,FR00235,13,1,0,0,17291,1,0.9159262045388529
117299,260750,952787,3,US,AU,SG00558,DE00797,12,1,0,0,36040,0,0.4498523489932886
661775,1941540,24537,2,SG,AU,AE00744,IN00785,10,1,0,0,5517,0,0.3408505619250698
75877,371229,1759197,0,SG,SG,AE00083,SG00925,7,0,0,0,82688,0,0.20439405326631271
395981,521555,834187,2,DE,AE,JP00894,IN00811,1,1,0,0,60285,0,0.7592315287937035
549664,1282587,132356,0,AE,AU,AU00191,AE00739,8,1,0,0,9263,1,0.42855884240211384
950164,973238,115430,0,AE,GB,SG00703,US00374,12,1,0,0,7411,1,0.9762915134838549
686172,518323,279284,0,US,IN,SG00345,IN00577,16,1,0,0,1903,0,1.3238308930917593
466378,1866592,1050948,0,JP,CN,DE00252,SG00602,10,1,0,0,82291,0,0.24985535135691142
399115,98847,1393514,2,CA,AU,SG00705,AU00667,8,1,0,1,11266,0,4.037704735601485
792642,984447,1037842,2,SG,CA,US00040,FR00589,16,1,0,0,13403,0,0.8051647269990156
380229,599227,602030,0,AU,IN,IN00806,SG00037,9,1,0,0,60267,0,0.6345324893571218
718433,1366571,1363853,3,GB,IN,US00072,DE00029,18,1,0,0,38859,1,0.5257194832906597
261294,542713,955243,3,CN,CA,US00538,IN00443,8,1,0,0,66231,0,0.4814588926375451
44487,1035783,1520752,2,CN,SG,AU00658,DE00130,10,1,0,0,2458,0,0.04295011599920061
246861,1558326,522379,3,AU,GB,DE00318,GB00844,6,1,0,0,69021,0,0.1584142214145179
292256,1952123,1178931,3,AU,DE,SG00361,CN00951,2,1,0,0,83024,0,0.14971187778638947
192658,910108,1864806,1,JP,AE,AE00297,AU00537,10,1,0,1,23522,0,0.21168696462397868
191257,1791648,1152789,0,FR,DE,GB00594,CN00377,8,1,1,0,22433,0,0.10674920520102163
284375,723370,1124309,1,DE,AU,GB00559,US00072,13,1,0,0,79237,0,0.39312523328310545
732574,1608802,144011,0,AU,SG,DE00565,FR00841,7,1,0,0,44839,0,0.45535373526387957
711140,97995,259074,1,DE,AE,DE00001,US00988,13,1,0,0,86396,0,7.256900862288893
45807,1370749,521768,1,IN,CN,AU00411,FR00397,18,1,0,0,48944,0,0.03341749656574617
373416,437106,1246564,2,GB,AE,GB00730,CA00494,9,1,0,0,42236,0,0.8542916363536533
697079,1771239,1105772,3,US,GB,AE00978,IN00128,4,1,0,0,60945,0,0.39355445538405603
526110,1612969,879933,1,AU,FR,JP00821,GB00674,13,1,0,0,8101,0,0.3261748985876356
32818,655311,1050860,0,JP,CN,GB00499,GB00507,19,1,0,0,43468,0,0.05008003833294421
730914,810063,1115592,1,IN,AE,JP00043,US00599,12,1,0,0,48257,0,0.9022927846352691
511021,1614318,22923,0,US,GB,CA00135,DE00807,6,1,0,1,54088,0,0.316555350308923
517081,837610,1259930,2,GB,FR,IN00717,JP00643,1,1,0,0,51852,0,0.6173290672269911
735798,812329,1997848,2,AU,US,AU00132,DE00715,12,1,0,0,48829,1,0.905788172033745
218688,47184,860241,0,JP,CA,FR00789,JP00243,18,1,0,0,66271,0,4.634791454730417
687162,1913283,180939,2,US,CN,AE00062,AU00524,10,1,0,0,67833,0,0.3591533505498141
16385,1675957,1782839,3,DE,AU,CN00218,CN00770,19,1,0,0,27321,0,0.009776503812448649
200944,1573939,663815,3,DE,AE,SG00623,IN00097,5,1,0,0,68399,0,0.12766949672128336
163657,294027,102962,3,US,SG,GB00643,GB00287,6,1,0,0,71353,0,0.5566053457675656
413909,1513422,1572629,2,IN,IN,JP00317,IN00664,3,0,0,0,21490,0,0.27349212579174875
577862,1804420,1749847,3,GB,CA,US00350,DE00821,2,1,0,0,10178,0,0.3202480575475776
242562,1109388,849158,3,SG,CA,IN00596,JP00514,15,1,0,0,19394,1,0.21864487447133013
931991,1865667,548315,0,CA,DE,CN00728,US00369,19,1,0,0,60330,0,0.49954841887646617
307889,512260,100731,2,SG,AU,CN00634,US00131,10,1,0,0,56152,1,0.6010404872525671
968491,504931,301393,3,AU,FR,US00624,CN00386,5,1,0,0,40396,1,1.9180660327846775
354521,914572,1771838,2,CN,DE,CA00922,AE00295,10,1,0,0,74229,1,0.3876359652383847
275440,1453221,511693,2,FR,US,CN00444,SG00481,12,1,0,0,1986,1,0.18953758581798638
19193,150296,1466061,2,CA,AU,DE00437,CN00010,14,1,0,0,8650,0,0.12770133603023368
242305,1886673,360891,0,DE,CN,JP00016,US00902,16,1,0,0,15864,0,0.1284297808894281
396650,1937427,863227,2,US,JP,FR00809,DE00146,6,1,1,0,69377,0,0.2047302943543163
136612,259340,1457812,1,CA,AE,IN00916,AU00862,3,1,0,0,8781,0,0.5267679494100409
347733,544329,1406659,3,JP,CN,DE00663,GB00932,1,1,0,0,82904,0,0.638828723070055
967935,1392241,946834,3,SG,CN,FR00523,CN00778,13,1,0,0,2535,0,0.6952352358535627
916862,235699,996430,1,DE,CA,AE00301,SG00834,14,1,0,0,49968,0,3.8899698344074434
194129,451786,555642,1,IN,DE,IN00511,IN00360,19,1,0,0,70656,1,0.4296923764791295
787715,1442662,993722,3,FR,DE,US00994,GB00829,13,1,0,0,27891,1,0.5460149362775203
410826,1947017,214006,0,CA,FR,GB00380,JP00786,15,1,0,0,75406,0,0.2110027801503531
314641,1130138,1825098,2,SG,JP,AU00035,FR00300,10,1,0,0,12586,1,0.2784093623964507
450622,537831,764150,3,US,AU,SG00338,AE00990,12,1,0,0,41840,0,0.8378505515673139
594876,510470,1064497,0,US,CA,IN00102,SG00844,1,1,0,0,75328,0,1.1653495797990088
370944,905726,1730501,1,US,AE,CA00499,CA00716,18,1,0,0,48501,0,0.4095543243762462
998634,574007,1768027,2,US,CA,JP00262,US00702,14,1,1,0,14596,0,1.7397592712283996
682492,1458753,956299,2,CA,DE,JP00999,CN00624,18,1,0,0,74000,0,0.46785987758037173
314515,694959,147164,0,AU,GB,JP00977,CN00796,1,1,0,0,33730,0,0.45256626649917475
768865,364447,1063240,3,FR,SG,DE00959,GB00275,11,1,0,0,31156,1,2.1096757553224474
125178,937175,1057660,0,SG,CN,US00021,AE00281,4,1,0,0,53265,0,0.13356950409475285
965674,930380,1741827,0,AE,GB,IN00512,JP00826,17,1,0,0,73872,1,1.0379350372965885
884042,112662,296993,1,US,GB,CN00369,CN00892,3,1,0,0,57113,0,7.8468516447426815
823563,119050,303915,1,JP,AU,DE00164,AE00554,19,1,0,0,3218,0,6.917790844183116
551962,1386698,159080,1,CN,AE,CN00663,JP00864,2,1,0,0,44528,0,0.39804052504582826
219520,1466179,1961574,3,CN,SG,AE00431,AE00939,6,1,0,1,30174,1,0.1497225100073047
710273,241634,1019880,3,AU,US,JP00692,JP00022,1,1,0,0,30953,0,2.939458023291424
359542,1533879,1563876,0,CA,GB,CN00664,IN00068,12,1,0,0,85663,1,0.23440049704050972
303973,1535331,361296,1,FR,DE,JP00048,GB00730,16,1,0,0,39399,1,0.19798532042927552
94531,1456224,1430019,0,CA,AU,IN00251,DE00028,15,1,0,0,32988,0,0.06491515041641945
382746,91019,1859895,2,CA,CA,AU00614,DE00203,15,0,0,0,76449,1,4.205122007492941
90155,1890053,1156155,0,AU,FR,US00087,CN00773,4,1,0,0,7575,0,0.047699720589845895
937177,527761,1199394,2,US,GB,US00158,IN00294,2,1,1,0,68795,1,1.7757602399571017
961418,1732208,927632,3,FR,SG,CA00301,IN00233,18,1,0,0,78696,0,0.5550245697976225
843315,870900,1953604,2,CN,IN,DE00514,AE00197,8,1,0,0,67694,0,0.9683258697898726
851998,289002,1923883,1,AU,AU,GB00888,AU00287,6,0,0,0,68865,0,2.948069563532432
485414,352930,1859544,3,JP,CA,FR00268,AU00278,19,1,0,0,27084,1,1.3753832204686482
392988,971906,833951,1,IN,AE,CN00336,AE00757,19,1,0,0,24082,0,0.40434774556387143
197353,201616,1976311,3,US,SG,AU00301,FR00414,16,1,0,0,34675,1,0.9788558447742243
491877,839484,1519762,3,GB,FR,JP00300,JP00734,7,1,0,1,48313,1,0.5859277842103006
140002,1889275,369505,1,CN,CA,DE00239,US00969,18,1,0,0,60443,0,0.07410355824324145
874465,856528,1688794,3,US,SG,AU00428,FR00413,13,1,0,0,76520,1,1.0209415220518185
321137,52150,1659186,2,SG,DE,SG00494,CN00550,12,1,0,0,63174,1,6.157948226270374
145814,998576,481156,3,CN,FR,JP00916,CA00123,9,1,0,0,78993,0,0.14602193523577575
579799,788168,1540955,3,US,CA,US00291,CN00980,6,1,1,0,17035,1,0.7356286984500766
206447,816054,291155,2,DE,CA,IN00557,CA00334,14,1,0,0,66667,0,0.25298203305173433
807130,1199365,557625,0,IN,GB,GB00584,US00243,1,1,0,0,58883,0,0.6729644436847831
367196,1191190,1598892,3,SG,FR,JP00928,US00232,4,1,0,0,66261,1,0.3082598074194713
181891,159924,1205818,2,CA,IN,US00446,CN00044,4,1,0,0,80057,1,1.1373589955228733
89249,1573719,1365406,3,CN,GB,IN00127,US00202,4,1,0,0,60572,0,0.05671215763424093
907838,123068,208296,0,AE,US,IN00825,CA00967,19,1,0,1,2360,0,7.376718562095752
104886,1689890,856970,3,IN,CN,JP00021,GB00729,7,1,0,0,76733,0,0.06206676174188853
120463,1396442,502296,3,CN,US,CN00079,DE00099,12,1,0,0,58309,0,0.08626423438997108
570963,1316943,306877,3,GB,SG,IN00678,SG00690,17,1,0,1,11741,1,0.43355179381339964
790272,137046,786664,1,IN,IN,CA00088,IN00403,7,0,0,0,61714,0,5.7664725712534475
99288,655196,1840344,3,DE,GB,AE00943,FR00296,18,1,0,0,36373,0,0.1515393866873424
943046,174333,153222,0,DE,US,CN00140,IN00693,6,1,0,0,54589,0,5.40945202572089
53525,365967,411382,1,AE,CA,US00824,SG00213,18,1,0,1,12048,1,0.14625635644743926
479632,1246487,394840,1,DE,JP,SG00723,CA00171,2,1,0,0,41577,0,0.38478700539997607
583331,545307,508513,1,DE,JP,CN00158,FR00723,16,1,0,0,62014,0,1.069729528504127
348323,1503071,358251,2,CA,AE,CN00127,DE00505,13,1,0,0,65242,0,0.23174088249989522
699525,251867,643056,0,GB,AE,FR00901,SG00776,3,1,0,0,32416,0,2.7773586853378966
587309,1735427,901168,3,AU,AE,SG00251,IN00748,17,1,0,0,83280,0,0.338423339039902
182079,1937786,961869,3,CN,CN,CA00772,CA00575,16,0,0,0,84463,0,0.09396238800362888
378716,864483,440769,3,CA,IN,GB00253,JP00194,15,1,0,0,71718,0,0.43808380268900604
797766,475124,1438254,3,CN,FR,GB00017,DE00536,14,1,0,0,34333,0,1.6790690430287671
22148,1568428,1812817,0,SG,CN,CN00367,SG00862,3,1,0,0,4304,0,0.01412114550365079
300519,1822422,1351898,3,CA,DE,CA00080,CA00300,9,1,0,1,13922,1,0.16490088464691494
198811,173819,1211516,1,FR,CN,SG00344,GB00839,14,1,0,0,25088,1,1.1437817499813023
412749,1051262,1523463,0,AE,FR,CN00872,IN00613,10,1,0,0,80867,0,0.3926223909929209
652643,348912,1065688,0,GB,CA,IN00483,CN00579,9,1,0,1,70835,1,1.8705088962259824
565826,1855146,1792839,2,AU,JP,IN00521,FR00623,19,1,0,0,78973,0,0.3050034875961245
454274,172304,930614,3,IN,AU,US00988,DE00062,3,1,0,0,26052,1,2.636468102887919
311562,43427,1540930,2,DE,JP,CN00118,DE00596,17,1,0,0,76929,1,7.174384599442743
800621,1987400,1984919,3,FR,CA,AE00837,US00943,8,1,0,0,22109,0,0.4028484452047902
305761,1557458,647481,1,JP,JP,FR00529,FR00225,7,0,1,0,67902,0,0.19632054283325778
768169,1346603,924998,2,CN,CN,CA00385,IN00145,17,0,0,0,78334,1,0.5704494940231085
24831,1123390,1001256,2,IN,CN,AU00956,AU00862,7,1,0,0,66462,1,0.022103632754430787
829293,636306,656513,2,CA,DE,AU00486,IN00993,6,1,0,0,63729,0,1.3032927553724152
546834,1292109,623885,2,SG,AU,SG00723,CN00482,17,1,0,0,73687,0,0.4232104257458156
723124,1316164,1980333,2,GB,AU,CN00726,AU00360,4,1,0,0,59100,1,0.5494178537021223
525408,1638967,1615526,3,AU,DE,DE00246,AE00609,6,1,0,0,12534,1,0.3205726533847234
164162,136709,1647855,1,CA,DE,FR00751,CN00014,4,1,0,0,68664,0,1.2008134065789378
989240,662654,612792,0,FR,IN,CN00612,GB00840,19,1,0,0,77849,1,1.4928454366833974
760603,1688053,550325,2,CA,IN,CN00474,GB00591,2,1,0,0,33073,0,0.45058004695350207
215324,747157,1531784,0,CN,JP,GB00099,US00991,9,1,0,0,10774,0,0.2881911030747219
688225,556332,108842,3,AU,US,US00192,GB00331,12,1,0,0,81784,0,1.237076062495057
780261,510942,1992215,2,CN,JP,CN00680,FR00132,13,1,0,0,44449,1,1.527102880561786
994213,1719893,1646602,1,AU,JP,SG00717,SG00512,9,1,0,0,48499,1,0.578066775084264
691544,371132,543750,3,IN,SG,SG00797,JP00670,18,1,0,0,50006,1,1.8633370337238502
802060,1263159,729609,2,JP,CN,SG00524,CA00747,4,1,0,0,82162,1,0.634963611073507
694644,1490862,804671,3,AU,IN,AE00982,AU00064,16,1,0,0,39780,0,0.46593447280834843
784528,379193,1974787,0,DE,JP,DE00892,SG00953,4,1,0,1,73257,1,2.06894114606546
605346,657441,541995,3,SG,AE,AE00897,CA00524,10,1,0,0,21061,1,0.9207609504122803
997252,176952,638366,0,AE,CN,AE00462,US00545,9,1,0,1,35803,0,5.635720421357204
246744,496188,738689,1,DE,DE,CN00287,US00023,4,0,0,0,11557,0,0.49727925705579334
401648,1210636,1111249,2,SG,AU,CN00072,FR00633,4,1,0,0,56417,0,0.3317661130182813
641312,595549,1831730,1,AE,CA,SG00839,AE00890,5,1,0,0,21564,0,1.0768417040411453
223373,700312,1622093,1,DE,SG,AU00624,IN00847,19,1,0,0,41798,1,0.3189621197409155
160251,638686,589022,0,DE,IN,CN00254,JP00409,10,1,0,0,24485,0,0.2509073316152225
350111,1559725,1843351,0,CA,JP,SG00876,FR00286,2,1,0,0,4853,1,0.22446969818397475
469583,408753,1541519,0,US,CA,CA00893,CN00682,12,1,0,0,3945,1,1.1488184796197214
402184,1833463,1621582,1,US,JP,SG00757,CA00027,2,1,0,0,45657,0,0.2193575763459639
492294,957487,1202155,2,AU,GB,IN00121,AE00147,15,1,0,1,3225,1,0.5141521503686212
824940,1438058,224041,1,DE,FR,CN00953,GB00832,9,1,0,0,15344,0,0.5736486289148282
937046,373314,32955,0,FR,AE,JP00268,US00958,1,1,0,0,81332,0,2.510074628864709
463744,834471,1440850,3,DE,AU,DE00936,US00935,6,1,0,0,50513,0,0.5557341117905835
207459,1568408,1595461,3,FR,US,CN00386,JP00260,5,1,0,1,84213,0,0.1322736175790993
602654,1870522,153494,3,AE,US,AE00030,FR00663,1,1,0,0,36351,0,0.322184930195956
700896,893898,114308,0,CN,DE,FR00504,AU00488,13,1,0,0,59071,1,0.7840894598712604
660090,1779735,1404757,0,CA,DE,CN00459,IN00190,2,1,0,0,513,0,0.37089229576313326
82884,1582331,1867732,0,GB,SG,DE00385,JP00034,10,1,0,0,46347,0,0.05238094937152846
883515,79353,1779555,2,SG,IN,JP00853,SG00409,3,1,0,0,63826,0,11.133983592302748
526358,1767823,588470,1,AE,GB,AU00767,US00430,1,1,0,0,17790,1,0.2977436089472758
927148,831324,305157,1,AE,GB,SG00867,SG00118,2,1,0,1,27317,1,1.1152667311421298
168675,789178,1818360,3,AU,DE,GB00242,GB00539,7,1,0,0,4961,0,0.21373505090106415
635906,1713386,291597,0,JP,IN,AE00414,JP00426,4,1,1,0,21937,0,0.37113995328548266
914741,1905267,1603308,0,SG,AU,AU00769,CN00712,7,1,0,0,36802,0,0.48011171137693565
519654,450184,1471118,1,AU,GB,CA00298,AU00802,13,1,0,0,78958,1,1.1543146802196436
200241,1617612,367859,1,IN,GB,CN00075,AE00677,3,1,0,0,82929,0,0.12378802827872197
665486,226542,890430,2,AU,SG,SG00572,JP00455,3,1,0,0,31117,0,2.9375833178836595
765431,1878707,1665676,2,AE,AE,JP00742,AE00585,6,0,0,0,84230,0,0.4074243615422735
214641,958805,1581866,3,FR,AE,US00102,US00906,7,1,0,0,63201,0,0.22386303784398287
453736,1092515,1648555,1,AU,DE,AU00956,IN00587,17,1,0,0,53119,0,0.4153132908930312
985738,1772460,799884,1,AE,US,DE00967,IN00556,16,1,0,0,40311,1,0.5561411823115895
886449,1394334,121378,0,FR,JP,FR00794,CA00119,8,1,0,0,86345,0,0.6357508315798079
544856,1353615,156928,3,GB,AU,GB00188,CN00245,19,1,0,0,4440,0,0.40251918012137866
181261,277340,1914711,2,AU,FR,CN00413,DE00761,7,1,0,0,81536,1,0.6535696257301508
19543,1962087,342955,2,DE,AU,CA00380,IN00700,10,1,0,0,46398,0,0.009960312667073376
508543,654389,1756697,2,DE,SG,DE00637,GB00761,19,1,0,0,46483,1,0.7771264492526616
127619,896823,1496601,0,JP,IN,JP00155,CN00738,19,1,0,0,51528,0,0.14230121216784136
861732,795971,894869,0,US,JP,AE00544,JP00102,6,1,1,0,6138,1,1.082617331535948
83135,335348,408561,1,CN,GB,JP00263,US00556,15,1,0,0,71739,0,0.24790665219413863
389572,1885237,592199,3,JP,FR,AE00806,CA00995,8,1,1,0,58060,1,0.2066435148472049
788974,1448423,150620,0,CA,CA,GB00606,IN00080,4,0,0,0,25491,0,0.5447124217165842
222301,1988796,1459464,2,CA,US,GB00727,SG00387,6,1,0,0,34016,1,0.1117766729217074
378841,1565811,1309139,3,US,JP,FR00141,GB00289,8,1,0,0,2751,0,0.24194554770658783
276414,402459,343925,0,AE,FR,CN00653,AU00151,15,1,0,0,54752,0,0.6868128182001147
440893,982922,1064356,2,AU,FR,AU00401,CA00874,8,1,0,0,71231,0,0.4485533948777217
748927,80775,544905,0,GB,GB,CA00329,AE00118,16,0,0,0,54350,1,9.2717672547199
494043,1638379,1453277,3,SG,CN,DE00020,IN00895,6,1,0,0,12000,0,0.30154378199427606
705504,1070822,970468,1,GB,JP,FR00751,CN00942,13,1,0,0,37259,1,0.6588433932063406
889419,1865875,347048,0,US,CA,FR00841,GB00335,12,1,0,0,50547,1,0.476676626247739
946660,461400,541983,3,GB,FR,GB00101,IN00937,13,1,0,0,23590,1,2.051712180320763
946769,444752,1992229,0,IN,IN,US00200,AU00706,12,0,0,0,31398,0,2.128757150052164
645565,1398145,1209590,3,AU,FR,FR00117,CN00513,11,1,0,0,12945,1,0.4617296489276863
390291,133583,1455828,0,JP,JP,AU00402,DE00308,4,0,0,0,47361,1,2.921711595038291
979786,38725,1619462,2,FR,US,US00523,AU00876,14,1,0,0,63822,0,25.301123305358296
265240,1560979,1268368,0,CN,GB,IN00805,SG00535,5,1,0,0,33479,0,0.16991900595715895
756863,597157,1438281,0,CN,CA,AE00703,CA00411,12,1,0,0,45275,1,1.2674439050366988
980843,1630571,513652,2,JP,JP,JP00163,JP00465,18,0,0,0,55329,1,0.6015334505519846
237328,25072,1052028,2,US,JP,FR00685,CA00589,3,1,0,1,85936,1,9.465858328015315
519421,860562,1658262,3,AU,AU,AE00003,GB00290,9,0,0,0,13634,1,0.6035834721960766
113383,994546,1322872,3,JP,JP,DE00826,SG00608,17,0,0,0,23704,0,0.11400478208147236
136486,928604,831268,0,US,DE,AU00218,GB00032,6,1,0,0,46852,0,0.14697976747892535
797737,63518,931656,1,CA,AE,GB00273,CN00924,12,1,0,0,62188,0,12.559227305645644
107487,1762690,447629,0,US,US,FR00576,SG00599,18,0,0,0,20861,0,0.06097895829669426
753425,1803013,52638,1,AE,CN,CA00790,SG00764,16,1,0,0,84756,0,0.4178699765337244
209443,1421335,1193062,1,GB,GB,GB00153,AE00844,1,0,0,0,48892,0,0.14735653452563963
405678,1372797,1710965,0,AU,SG,US00856,JP00843,5,1,0,0,4566,1,0.2955120094230975
196188,695087,154225,0,CA,IN,JP00140,JP00195,3,1,0,0,39642,0,0.2822495601270057
62841,1866593,1008135,3,CA,CN,JP00403,CN00654,8,1,0,0,57773,0,0.03366615003913547
524990,1309835,1540647,2,SG,US,SG00704,JP00349,19,1,0,0,79185,0,0.4008062084155638
996548,1340513,1609394,3,IN,IN,GB00386,US00515,11,0,0,0,69093,0,0.7434079341267112
668177,1105678,238038,0,CN,US,DE00775,DE00897,9,1,0,0,51926,1,0.6043142759465233
940083,968852,688045,0,SG,DE,FR00508,AE00981,14,1,0,0,45721,1,0.9703060942228534
365676,430944,313617,2,JP,IN,CN00343,AE00431,1,1,0,0,11010,0,0.8485464468701269
204820,1945643,76183,2,CN,CN,FR00247,FR00829,13,0,0,1,3311,0,0.1052711108872491
506509,473099,248833,3,FR,AU,JP00992,US00168,4,1,0,0,55901,1,1.0706194686524384
772560,551841,161568,0,IN,AU,GB00021,FR00171,8,1,0,0,39478,1,1.399968469178622
995679,1724473,1034906,0,AE,CN,GB00120,IN00935,14,1,0,0,24468,1,0.5773816116575905
654936,569224,1061132,1,AE,AU,DE00723,DE00159,15,1,0,0,67587,1,1.1505769257796579
512716,1588902,203271,2,US,AU,CN00298,CN00098,18,1,0,0,38395,0,0.3226857288869924
85454,1849500,726078,0,GB,CN,GB00779,DE00532,11,1,0,0,39781,0,0.046203838875371724
557290,577908,465094,3,DE,SG,US00634,JP00656,14,1,0,0,84987,0,0.9643230410376739
673806,1121638,1383152,1,IN,JP,JP00022,IN00841,10,1,1,0,21917,1,0.6007339266323003
785048,510773,1288774,3,SG,CA,CA00990,CN00798,18,1,0,0,69668,1,1.5369802240917199
